movie_id;recom
35392;"['Marauders', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
218305;['To the Ends of the Earth', 'To the Ends of the Earth', 'So Much So Fast', 'So Big!', 'So Big']
4734;['Van Gogh: Painted with Words', 'Van Gogh: Brush with Genius', 'The Van', 'The Green Van', 'The Lady in the Van']
363484;['Angel', 'Angel-A', 'Angel', 'Angel', 'The Angel']
1808;['Blue Velvet', 'National Velvet', 'The Velvet Vampire', 'Velvet Hands', 'The Velvet Touch']
330459;['Star Wars', 'One Rogue Reporter', 'Rogue River', 'Rogue Cop', 'The Star Wars Holiday Special']
276550;['Susie Q', 'Hope', 'Slim Susie', 'Days of Hope', 'Days of Hope']
18085;['Mars', 'Mars', 'Mars', 'Princess of Mars', 'Ghosts of Mars']
44745;"['Never Back Down 2: The Beatdown', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
18553;['Mine', 'The Mine', 'Forever', 'Forever', 'Forever']
14748;['Boy', 'Boy', 'Boy', 'Boy 7', 'The Boy']
26535;"['Liar Liar', 'Liar, Liar, Vampire', ""Liar's Moon"", 'Billy Jack', 'Billy the Kid']"
10484;['The V.I.P.s', 'The U', 'The We and the I', 'The World, the Flesh and the Devil', 'The Good, The Bad, The Weird']
58080;['Violent', 'The Violent Men', 'The Violent Four', 'Violent City', 'Violent City']
19965;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
856;['Framed', 'Framed', 'Framed', 'Rabbit', 'Roger & Me']
202456;['Happiness', 'Happiness', 'Happiness', 'Night on Earth', 'I Am']
50341;['The Weapon', 'The Divine Woman', 'The Divine Lady', 'The Perfect Weapon', 'I Am Divine']
1591;['Nowhere', 'A Good Man in Africa', 'Nowhere Boy', 'Out of Africa', 'Flatfoot in Africa']
44432;['Time Masters', 'Masters of the Universe', 'Challenge of the Masters', 'The Crippled Masters', 'The Masters of Suspense']
17113;"[""The Ballad of Ramblin' Jack"", 'Jack', 'Jack', 'Jack O', 'Jack']"
88034;['Stolen', 'The Stolen Children', 'A Stolen Life', 'The Stolen Years', 'Stolen Summer']
47909;"['Endless Poetry', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
263946;['Prime Suspect', 'Prime Suspect 3', 'Prime Suspect 2', 'Prime Suspect 6: The Last Witness', 'The Suspect']
274326;['Trailer Park Boys', 'Trailer Park Boys: Live at the North Pole', 'Trailer Park Jesus', 'Trailer Park of Terror', 'Trailer Park Boys: Say Goodnight to the Bad Guys']
29269;['Little Tony', 'Tony 10', 'Tony Arzenta', 'Tony Manero', 'Angèle and Tony']
36811;['Station to Station', 'Station West', 'Central Station', 'Station for Two', 'The Numbers Station']
103731;['Sweet Mud', 'Thunder and Mud', 'Mellow Mud', 'Seasons of the Year', 'Inauguration of the Pleasure Dome']
37984;['Eye in the Sky', 'The Eye', 'The Man in the Sky', 'Sky', 'Island in the Sky']
325140;['Har Dil Jo Pyar Karega...', 'Love Ke Liye Kuch Bhi Karega', 'Kyaa Kool Hai Hum', 'Hum Aapke Hain Koun', 'Hum Dil De Chuke Sanam']
78143;['The Gathering', 'A Gathering of Cats', 'A Gathering of Eagles', 'The Gathering Storm', 'Grumpy Old Men']
116904;['The Bar', 'In Bar', 'Girls! Girls! Girls!', 'Wonder Bar', 'Raising the Bar']
358982;['Eden', 'Eden', 'Eden', 'Eden', 'After Eden']
22387;['Harvest', 'Harvest', 'Harvest', 'The Harvest', 'Random Hearts']
235704;"['Crisis: Behind a Presidential Commitment', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
423453;['Sahara', 'Sahara', 'Hotel Sahara', 'Running the Sahara', 'Seasons of the Year']
237422;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
356842;['Below', 'The City Below', 'The Dark Below', 'The Wild Ones', 'Hell Below']
19803;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
290695;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
27352;['Missing in Action 2: The Beginning', 'Missing', 'Missing', 'Action', 'Missing in America']
163053;['Good Morning', 'Morning Light', 'The Morning After', 'Morning Glory', 'May Morning']
112090;"['Branded', 'Branded to Kill', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia""]"
62803;['Hero', 'Hero', 'The Hero', 'Big Hero 6', 'American Hero']
7547;['Early Spring', 'Good Morning', 'Morning Light', 'The Morning After', 'Morning Glory']
63339;['Road House', 'The Hill', 'The Road', 'The Road', 'King of the Hill']
43874;['Camille 2000', 'Camille Rewinds', 'Camille Claudel 1915', 'Seasons of the Year', 'Inauguration of the Pleasure Dome']
109881;"['The Letters', 'The Letters', ""Dead Man's Letters"", 'Letters to God', 'Letters From a Killer']"
81623;['Colors', 'The Mountain', 'All the Colors of the Dark', 'True Colors', 'Flying Colors']
58232;['Girl 6', 'Girl', 'Girl', 'The Girl', 'The Girl']
54326;"['Eros', 'Help!', 'The Help', 'Eros + Massacre', ""Help! I'm A Fish""]"
26280;['Mother', 'Mother', 'Mother', 'Once My Mother', 'The Mother']
77241;"['Dabbe: Bir cin vakasi', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
336806;['After', 'After', 'The Day After', 'After Love', 'After Life']
3602;['I Know What You Did Last Summer', 'I Saw What You Did', 'I Know You Know', 'Last Summer', 'Always']
16089;"['The Nest', 'They Nest', ""Hornet's Nest"", 'Empty Nest', ""Shrew's Nest""]"
31276;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
39927;['Freeway', 'Freeway', 'Confessions', 'The Confessions', 'True Confessions']
25048;['X, Y and Zee', 'Le rouge et le noir', 'Le Million', 'Le Chef', 'Le Cactus']
185768;['Boy A', 'Boy', 'Boy', 'Boy', 'Boy 7']
363611;['Outlaw', 'Gangster', 'The Gangster', 'The Last Outlaw', 'Gangster Story']
48014;['From Beyond', 'The Grave', 'The Beyond', 'Beyond', 'Beyond']
193704;['Living', 'The Living', 'You, the Living', 'Living Death', 'Last of the Living']
287767;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
46088;['Night Moves', 'Inside Moves', 'Hot Moves', 'The World Moves On', 'Dangerous Men']
42252;['The Breaks', 'Bad Men of Missouri', 'When Day Breaks', 'Across the Wide Missouri', 'When the Bough Breaks']
342;['Summer Storm', 'A Storm in Summer', 'Storm', 'The White Storm', 'Summer of 8']
25855;['Raging Sun, Raging Sky', 'Raging Bull', 'The Phoenix Project', 'Phoenix Forgotten', 'Flight of the Phoenix']
85827;['Dolphins', 'The Island', 'The Island', 'The Island', 'Island']
75450;['The Best of Enemies', 'The Enemies of Reason', 'Enemies: A Love Story', 'Enemies Within', 'Public Enemies']
168375;['Poker Night', 'Alice', 'Alice', 'Alice', 'Alice']
372355;['A Hen in the Wind', 'Hen, His Wife', 'Black', 'Black', 'The New Black']
381015;['The Other', 'The Other', 'The Dark Half', 'In the Dark Half', 'Half Light']
340684;['Those Happy Days', 'Those Calloways', 'White People', 'Good People', 'Street People']
51787;['Central Intelligence', 'Israeli Intelligence', 'Expelled: No Intelligence Allowed', 'Seasons of the Year', 'Inauguration of the Pleasure Dome']
252431;['Gadar: Ek Prem Katha', 'Prem Ratan Dhan Payo', 'Main Prem Ki Diwani Hoon', 'Ajab Prem Ki Ghazab Kahani', 'Seasons of the Year']
88067;['Cover Up', 'Cover Girl', 'Deep Cover', 'Run for Cover', 'Up']
33079;['Dishonored', 'The Lady', 'Lady Killer', 'Lady in White', 'Kind Lady']
9478;['Ants in the Pants 2', 'King of the Ants', 'Long Pants', 'Empire of the Ants', 'Fancy Pants']
50697;['Nowhere', 'Road to Nowhere', 'Nowhere to Run', 'Race to Nowhere', 'Nowhere to Hide']
18111;['Re-Animator', 'Beyond Re-Animator', 'The Bride', 'The Bride', 'Bride of the Earth']
788;['Mrs. Miracle', 'Mrs Brown', 'Mr & Mrs Bridge', 'Mrs. Parkington', 'Mrs. Winterbourne']
43526;['Margaret', 'Margaret', 'The Journey', 'The Journey', 'The Journey']
109418;"['Grown Ups', 'Grown Up Movie Star', ""Kevin Hart: I'm a Grown Little Man"", 'Seasons of the Year', 'Inauguration of the Pleasure Dome']"
381028;['The Tower', 'The Dark Tower', 'The Deadly Tower', 'Tokyo Tower', 'The Broken Tower']
163312;['The Forest', 'The Forest', 'The Forest', 'The Forest', 'Man of the Forest']
242454;['The Suspect', 'Suspect', 'Suspect X', 'Suspect', 'Suspect']
93394;['Elevator Girl', 'Elevator Movie', 'Elevator to the Gallows', 'The Elevator: Three Minutes Can Change Your Life', 'Door on the Left as You Leave the Elevator']
251768;['Trapped', 'Trapped in Paradise', 'In Time', 'Trapped in a Purple Haze', 'Euro Trapped']
3065;['Gumball 3000: The Movie', 'Mr. 3000', 'Mystery', 'The Science of Sleep', 'Science Fiction']
116149;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
24161;['My Friends', 'The Friends', 'III', 'Act Of Love', 'Act of God']
214348;['The Ghost', 'The Ghost', 'Ghost', 'Ghost', 'Ghost']
83633;['Parade', 'The Parade', 'The Love Parade', 'The Film Parade', 'The Wet Parade']
27211;['Polite People', 'The One', 'The One', 'One A.M.', 'One on One']
166076;['Superman', 'Superman', 'Frankenstein Unbound', 'Superman II', 'Superman III']
64544;['Girlfriends', 'Ex-Girlfriends', 'Ghosts of Girlfriends Past', 'You and I', 'The King and I']
265180;"['Leviathan', 'Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia""]"
381518;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
13544;['Fighting', 'Beat', 'Beat', 'A Fighting Man', 'Beat Girl']
335077;['Battle for Terra', 'Battle for Sevastopol', 'The Battle for Marjah', 'The Last Battle', 'Ironclad 2: Battle for Blood']
159014;['Happy Feet', '100 Feet', 'Happy Feet Two', '20 Dates', 'The Beast from 20,000 Fathoms']
43229;['Johnny 2.0', 'Johnny Angel', 'Johnny Was', 'Johnny Hamlet', 'Johnny Apollo']
64051;['Jimi Plays Monterey', 'At Berkeley', 'Berkeley in the Sixties', 'Eastern Plays', 'Jimi: All Is by My Side']
213684;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
157239;['The Fighter', 'G.I. Blues', 'Blues Story', 'Baby Blues', 'Paris Blues']
24349;['You and I', 'The King and I', 'My Man and I', 'Pride and Prejudice and Zombies', 'The Long and the Short and the Tall']
32387;"['Stick Man', 'Stick It', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia""]"
64828;['The Broken Landlord', 'Al Murray, The Pub Landlord - Glass of White Wine for the Lady', 'The V.I.P.s', 'The U', 'The We and the I']
207999;['Cabin Fever 2: Spring Fever', 'Fever', 'Spring', 'Spring', 'Ghost Fever']
67657;"['Waiting for Armageddon', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
72949;['September', 'September', 'Vacation!', 'Vacation', 'Come September']
278041;['The Great Man', 'The Great War', 'The Great King', 'The Great Escape', 'The Great Beauty']
61139;"['National Lampoon Presents: Endless Bummer', 'Judy Moody and the Not Bummer Summer', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia""]"
18118;['Gold', 'Gold', 'Gold', 'Gold', 'Black Gold']
218670;['Four Eyed Monsters', 'One A.M.', 'Girl 6', 'Girl', 'Girl']
10678;['Down House', 'White House Down', 'Burning Down the House', 'Down', 'The House']
244449;['Flamenco Flamenco', '3:15', '15', '15 Minutes', 'Range 15']
114324;['Dead Heat on a Merry-Go-Round', 'The Last Round', 'GO', 'Go', 'The Round Up']
18011;['Leprechaun 2', 'Leprechaun', 'Leprechaun 3', 'Leprechaun: Back 2 tha Hood', 'Leprechaun 4: In Space']
359244;"[""Craig Ferguson: I'm Here to Help"", 'Craig Ferguson: Does This Need to Be Said?', ""Craig's Wife"", 'The Time Being', 'Being Charlie']"
226188;['Hidden Away', 'Hidden', 'Hidden', 'The Hidden', 'The Hidden II']
87818;"[""Teheran '43"", 'Movie Movie', 'A Love Movie', 'The Last Movie', 'American Movie']"
15346;['The Boys', 'The Boys', 'Boys', 'Boys', 'A Golden Christmas 3']
267048;['The Pyramid', 'The Human Pyramid', 'The V.I.P.s', 'The U', 'The We and the I']
42637;['Diary of the Dead', 'Lost, Lost, Lost', 'The Lost', 'Girl 6', 'Girl']
10673;['The Wolf of Wall Street', 'WALL·E', 'Wolves of Wall Street', 'The Wall', 'The Wall']
55150;['Invitation', 'The Gunfighter', 'The Gunfighter', 'The Invitation', 'The Invitation']
256959;['Black Out', 'Black and White', 'Black and White', 'Black and White', 'In & Out']
185147;['My Fellow Americans', 'The V.I.P.s', 'The U', 'The We and the I', 'The World, the Flesh and the Devil']
276908;['On the Comet', 'Comet in Moominland', 'Moomins and the Comet Chase', 'Seasons of the Year', 'Inauguration of the Pleasure Dome']
64501;['40 Days and 40 Nights', 'City 40', 'The Naughty Room', 'That Naughty Girl', 'This Is 40']
32099;['The Name of the Rose', 'The Iron Rose', 'The Sword and the Rose', 'Black Rose', 'Lotta on Rascal Street']
70387;['A Man Called Hero', 'A Man Called Horse', 'A Man Called Blade', 'A Man Called Peter', 'A Man Called Adam']
201076;['Mirage', 'Mirage', 'The Mirage', 'T-Men', 'X-Men']
89403;['Dear God', 'Dear Heart', 'Dear Santa', 'Dear John', 'Dear Diary']
456781;['The Bounty Hunter', 'The Hunter', 'The Hunter', 'The Hunter', 'Bounty Hunters']
43614;['For My Father', 'Father', 'Children', 'The Father', 'In Memory of My Father']
276808;['The Last Time', 'The Man You Had in Mind', 'It Had to Be You', 'Fun in Acapulco', 'Dinosaurs!  A Fun-Filled Trip Back In Time']
4587;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
31303;"['Betty Blue', 'Sleeping Betty', 'Nurse Betty', 'Betty Fisher and Other Stories', ""The Gun in Betty Lou's Handbag""]"
102913;['The V.I.P.s', 'The U', 'The We and the I', 'The World, the Flesh and the Devil', 'The Good, The Bad, The Weird']
180810;['The C-Word', 'The N Word', 'Now!', 'The Last Word', 'The Last Word']
22076;['The Hunter', 'The Hunter', 'The Hunter', 'Hunter × Hunter: The Last Mission', 'Alien from L.A.']
39536;['Level Up', 'Wrong', 'Level Five', 'Hooked on the Game 2. The Next Level', 'The Wrong Man']
72505;['Tomorrow', 'Tomorrow Night', 'No Tomorrow', 'Tomorrow, the World!', 'Killer Joe']
78362;['Snow Shark: Ancient Snow Beast', 'Beast', 'Snow', 'Snow', 'The Beast']
68637;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
169022;['Just Friends', 'Just Between Friends', 'The Friends', 'Just Let It Go, Friends', 'My Friends']
62558;['The Underneath', 'The Underneath', 'Nothing', 'Big Nothing', 'Nothing in Return']
61564;['The V.I.P.s', 'The U', 'The We and the I', 'The World, the Flesh and the Devil', 'The Good, The Bad, The Weird']
5780;['Torn', 'Curtain', 'Curtain Call', 'Torn Apart', 'Love Torn in a Dream']
330298;['Glasses', 'The Car', 'Man with the Gun', 'Lady with the Dog', 'The Lady']
61035;['Lola', 'Lola', 'Lola', 'Lola', 'Holy Lola']
13534;['To Rob a Thief', 'The Bank', 'The Bank', 'Rob-B-Hood', 'Rob the Mob']
35838;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
11170;['We Are What We Are', 'We Are What We Are', 'We Are Young. We Are Strong.', 'We Are the Night', 'We Are Family']
83909;['New Scenes from America', 'Scenes from a Marriage', 'Scenes from the Suburbs', 'America', 'America America']
309063;['The Ouija Experiment', 'Ouija', 'The Experiment', 'Theatre of Blood', 'The Human Experiment']
42529;['Deceptive Practice: The Mysteries and Mentors of Ricky Jay', 'Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D', 'The V.I.P.s', 'The U', 'The Man of the Year']
49275;['Bluebeard', 'Bluebeard', 'Bluebeard', 'Seasons of the Year', 'Inauguration of the Pleasure Dome']
10849;['Cairo Time', 'Cairo Station', 'Ruby Cairo', 'The Purple Ball', 'The Name of the Rose']
85;['Raiders of the Sun', 'Time Raiders', 'Monster Ark', 'Raiders of the Living Dead', 'The Lost']
37929;['Fortress', 'Fortress', 'Fortress 2', 'The Golden Fortress', 'The Hidden Fortress']
258099;['Before We Go', 'Just Before Dawn', 'Just Before Nightfall', 'Before I Go to Sleep', 'GO']
1572;['Die Hard 2', 'Angels Die Hard', 'Vengeance', 'A Good Day to Die Hard', 'Work Hard, Play Hard']
60579;"['Hey Happy', ""Hey Hey It's Esther Blueburger"", ""Hey Good Lookin'"", 'Hey Arnold! The Movie', 'Goliyon Ki Raasleela Ram-Leela']"
273926;['Shelter Island', 'Shelter', 'Shelter', 'Shelter', 'Take Shelter']
282078;['Siberian Education', 'The Land', 'Land of the Dead', 'A Tale of the Wind', 'In the Land of Women']
43670;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
293767;['Billy Gardell: Halftime', 'The Long Walk Home', 'The Walk', 'Mandela: Long Walk to Freedom', 'Billy Jack']
24077;['Guy X', 'Guy', 'The Tall Men', 'Tall Story', 'The Good Guy']
153541;"['Robert the Doll', ""C'est la vie"", 'Le jeu de la mort', 'La vie est à nous', ""Comment c'est Loin""]"
56350;"['I Know You Know', 'Jesus', 'Jesus', 'Getting to Know You', ""You Don't Know Jack""]"
287859;['Raja', 'Dulhe Raja', 'Raja Hindustani', 'Seasons of the Year', 'Inauguration of the Pleasure Dome']
57565;['Private', 'Private Eye', 'Private School', 'Private Eyes', 'Private Lives']
77172;['Pride and Prejudice', 'Pride & Prejudice', 'Pride and Prejudice and Zombies', 'Pride', 'Pride and Glory']
42502;['The Brute Man', 'Brute Force', 'The V.I.P.s', 'The U', 'The We and the I']
5638;['Alice', 'Alice', 'Alice', 'Alice', 'Alice Sweet Alice']
28938;['City of Men', 'In The City', 'The Men', 'The City', 'Love in the City']
11674;"[""101 Dalmatians II: Patch's London Adventure"", '101 Reykjavik', 'Architecture 101', 'Biology 101', 'Sex and Death 101']"
376394;['Project S', 'Project X', 'Project X', 'Project-M', 'Project X']
56165;['Billy the Kid', 'Billy the Kid', 'Dracula vs. Frankenstein', 'Lola and Billy the Kid', 'Dracula']
118953;['The Guest House', 'Mystery', 'Guest in the House', 'The Winter Guest', 'The Invisible Guest']
44221;['The Group', 'Elite Group', 'Love & Sex', 'Sex and the City', 'Angels of Sex']
126929;['Odd Man Out', 'Odd Girl Out', 'Roman Polanski: Wanted and Desired', 'Odd Job', 'Odd Obsession']
286805;['Dungeons & Dragons', 'The Dark', 'The Dark', 'In the Dark', 'Dungeons & Dragons: Wrath of the Dragon God']
264061;['Ski Patrol', 'The Patrol', 'Ski Party', 'The Last Patrol', 'The Last Patrol']
16380;['Collide', 'Three Worlds', 'Other Worlds', 'Other Worlds', 'War of the Worlds']
50526;['Freedom', 'Freedom', 'Freedom', 'Song of Freedom', 'The Light of Freedom']
121688;['Love Field', 'Black Field', 'Wild', 'The Wild', 'The Field Mouse']
106922;['The Incident', 'The Incident', 'The Incident', 'In Paris', 'The Incredible Hulk']
26334;['Run', 'Run', 'Run, Man, Run', 'Run Boy Run', 'Run, Ricky Run']
42165;['Best of the Best 2', 'Boy A', 'Boy', 'Boy', 'Boy']
216736;['Liberty', 'Sweet Liberty', 'The Lady', 'Chasing Liberty', 'The Phantom of Liberty']
27417;['The V.I.P.s', 'The U', 'The We and the I', 'The World, the Flesh and the Devil', 'The Good, The Bad, The Weird']
158483;['The We and the I', 'The Long and the Short and the Tall', 'The King and I', 'The Queen and I', 'You and I']
60029;['Malibu High', 'The Beach', 'Malibu Hot Summer', 'On the Beach', 'Malibu Shark Attack']
412203;['The Man Between', 'Between Us', 'Between Us', 'Between Miracles', 'Somewhere Between']
10876;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
97762;['6 Years', '7 Years', 'Fire at Sea', 'Souls at Sea', 'The Sea']
133792;['The Wild', 'Wild', 'Batman Beyond: Return of the Joker', 'Wild Wild West', 'Wild, Wild Planet']
45961;['Rosencrantz & Guildenstern Are Dead', 'Undead', 'The Undead', 'Zombie Undead', 'Rammbock: Berlin Undead']
32620;['The Pool', 'The Dead Pool', 'The Pool Boys', 'Drowning Ghost', 'The Swimming Pool']
95056;['Mommy', 'Mommy', 'Jesus', 'Jesus', 'Goodnight Mommy']
146216;"['Red', 'RED', 'The Red House', 'Red Road', ""Red's Dream""]"
226229;['Mirage', 'The Mirage', 'Mirage Men', 'Seasons of the Year', 'Inauguration of the Pleasure Dome']
13205;['Bambi', 'Who Killed Bambi?', '¿Quién mató a Bambi?', 'The Legend II', 'Project A II']
44606;"[""Goin' South"", ""Goin' All the Way!"", 'The Road', 'The Road', 'Down']"
326119;['The Wild Bunch', 'The Bad Bunch', 'The Crazy Bunch', 'Sweet Bunch', 'The Wild']
115400;['The V.I.P.s', 'The U', 'The We and the I', 'The World, the Flesh and the Devil', 'The Good, The Bad, The Weird']
24553;['The Invisible', 'Children', 'The Invisible Man', 'The Invisible Man', 'The Invisible Woman']
61629;['Lebanon', 'Scotland, Pa.', 'The Last Band in Lebanon', 'Ro.Go.Pa.G.', 'Ma and Pa Kettle Go to Town']
407655;['If the Shoe Fits', 'A Cinderella Story', 'The Shoe', 'Cinderella', 'Cinderella']
209244;['You Are God', 'We Are Still Here', 'As You Are', 'Are You Scared?', 'Are You Scared 2']
44028;"['Vampires Suck', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
254241;['Piccadilly', 'The Incident', 'The Incident', 'The Incident', 'The Phoenix Incident']
71841;['Johnny Dangerously', 'So Close', 'Dangerously Excited', 'The Year of Living Dangerously', 'Close Range']
9372;['Life-Size', 'Super High Me', 'Super', 'Super 8', 'King Size']
284250;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
129627;"['Nebraska', 'The Gunman', ""Gunman's Walk"", 'The Princess of Nebraska', 'A Man Called Hero']"
25623;['House', 'The House', 'The House', 'The House', 'House of D']
17496;['Cowboy', 'Urban Family', 'Urban Justice', 'Urban Warriors', 'The Cowboy Way']
129067;['Hunger', 'Hunger', 'Hunger', 'Hunger Point', 'The Hunger Games']
163343;['Tender Age', 'Love Me Tender', 'Game 6', 'Tender Scoundrel', 'Tender Comrade']
77331;['One Million Years B.C.', 'One in a Million: The Ron LeFlore Story', 'One A.M.', 'Le Million', 'The Million Game']
22451;['Bone', 'The Body Snatcher', 'The Bone Man', 'The Purse Snatcher', 'The Soul of the Bone']
122906;"[""Amityville: It's About Time"", 'About Love', 'About a Girl', 'Time After Time', 'All About E']"
100770;['Torment', 'Anna: the Pleasure, the Torment', 'Black', 'Black', 'The New Black']
256779;['The Prince of Egypt', 'Gods of Egypt', 'Princess', 'The Beans of Egypt, Maine', 'The Little Princess']
61647;['One Hundred and One Nights', 'One Hundred and One Dalmatians', 'Seven Old Men and One Girl', 'One Hundred Steps', 'One Hundred Mornings']
144541;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
78358;['A Matter of Heart', 'Dark Matter', 'A Matter of Faith', 'A Matter of Life and Death', 'A Matter of Dignity']
20642;['Double Wedding', 'The Double', 'A Wedding', 'A Wedding', 'The Wedding']
43880;['Black Rose', 'Red Rose', 'Rose Red', 'Wild Rose', 'Marie Curie']
342021;['The Proposal', 'A Perfect Man', 'A Perfect Man', 'The Perfect Man', 'A Perfect Day']
219435;['Naked', 'Under the Cherry Moon', 'The Naked Man', 'The Naked City', 'The Naked Island']
61105;['Honey', 'Honey', 'Honey', 'Honey Night', 'American Honey']
339145;['The Girl', 'The Girl', 'The Girl', 'The Book of Life', 'The Girl in the Park']
14024;['Little Voice', 'Born to Raise Hell', 'Raise the Red Lantern', 'A Silent Voice', 'The Voice of the Moon']
48742;"['Baton Baton Mein', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
34052;['Jack and the Beanstalk', 'Jack', 'Jack', 'Jack O', 'Jack']
144789;['Dangerously Excited', 'So Much So Fast', 'So Big!', 'So Big', 'So Sweet... So Perverse']
135397;['Jurassic City', 'Jurassic Attack', 'Jurassic Park', 'Back to the Jurassic', 'The World']
121703;['Montana', 'Montana', 'Cattle Town', 'Queen', 'Montana Belle']
18713;['The Boys', 'The Boys', 'Boys', 'Boys', 'Boys Will Be Boys']
196255;"['Boom!', '3, 2, 1... Frankie Go Boom', ""Gregory's Girl"", 'Boom Bust Boom', 'Baby Boom']"
358907;"['Dancing on the Edge', 'Miss Granny', ""Love n' Dancing"", 'Table for Three', ""That's Dancing!""]"
10397;['Angela', 'The Ashes', 'Little Ashes', 'Snow & Ashes', 'Ashes and Snow']
241982;['One Spy Too Many', 'Too Many Girls', 'One, Two, Many', 'Too Many Husbands', 'Too Many Cooks']
412093;['Girl 6', 'Girl', 'Girl', 'The Girl', 'The Girl']
17935;['Taras Bulba', 'The Legend I', 'Man of Iron', 'Legend', 'Legend']
79433;['Barbarian Queen', 'Conan the Barbarian', 'Conan the Barbarian', 'The Barbarian Invasions', 'The V.I.P.s']
33475;['Abbott and Costello Meet Frankenstein', 'Abbott and Costello Meet the Killer, Boris Karloff', 'Abbott and Costello Meet Dr. Jekyll and Mr. Hyde', 'Abbott and Costello Go to Mars', 'The Invisible Man']
4251;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
27099;['Come Undone', 'Elena Undone', 'Kingdom Come', 'Kingdom Come', 'Come Together']
228647;['Love for Sale', 'Life for Sale', 'Miracles', 'Heroes for Sale', 'Everything for Sale']
43410;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
33250;['Real', 'Real Men', 'The Real Glory', 'A Real Dad', 'Life']
56383;['Lisa, Lisa', 'Lisa and the Devil', 'David and Lisa', 'David and Lisa', 'Mona Lisa']
205724;['Welcome to the Jungle', 'Welcome to L.A.', 'Jungle 2 Jungle', 'Welcome', 'Welcome']
2979;['Ghostbusters', 'Ghostbusters', 'The Return', 'The Return', 'Return of the Seven']
113178;['Providence', 'Providence', 'Wake', 'Wake in Fright', 'Wake Island']
